id,text,url,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
127,"Wooooow...polisi mengambil langkah cepat,hebat euy. 
Coba kalo pejabat yg korupsi uang rakyat jg proses cepat jangan bertele telle itu baru itu br adil dan ingat sila  ke 5 dlm panca sila.",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
128,Sahroni berserta rombongan a tu kerja nya ngapain gitu Lo..DA dpt juga rakyat klu GK gerak juga GK mkan..mnding bubar jn aja lh dpt,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,1,0,0
129,Aparat kalau menindak rakyat cepat  langsung. Tapi kalau menindak pejabat yang biadab malah besujud takut,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
130,"tapi jangan sampe hilang fokus juga. bukan cuma karena ""UCAPAN SYAHRONI"" saja terjadi demo itu. Jangan sampai di'belokin dengan dihukum si syahroninya,terus jadi adem!! Jangan sampai si anggota DPR yang lain, yg udah jadi TIKUS BERDASI itu jadi bisa lolos dan UU yang memperkaya diri sendirinya jadi terus berlanjut..",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
131,Mantap pesan dari pak Hotman 👍,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
132,"Sahroni terlalu sombong,",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
133,"KENAPA KAU KABUR KLR NEGERI ,TAKUT ?ADA APA YA KOK BISA TAKUT?",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
134,Capek ..🎉🎉🎉,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
135,"Propokator noooh pak polisi tangkap""doong tdk berani yaa?? 🤣🤣giliran yg ecek-ecek dibilang kriminal langsung ditindaak seakan""kejahatan kelass beraaat aduh""Polisi ""ladusing🤣🤣🤣🤣 koruptor BUMN  bebas looh keluar negeri lg kabuuur sekalian ngabisin uang hasil korupnya di INDONESIA 😡😡😡😡😡 eeeh ladusing jgn ngurusin demo ngambilin barang aja buktikan klw kalian bk. Polisi Ladusing🤔🤔🤔",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
136,Susah hidup di NKRI......hukuman para koruptor ringan.....,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
137,"Dunia.ter.balik.orang.yg.menghina.rakyat.malah.hartanya.dilindungi
Aparat
Kalau.rsknyat.biAsa.dibiarkan.padahal.yg.membamyar.pajak.",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
138,"Tp yg aneh bin ajaib,kemana larinya anggota ormas,Hercules yg selama ini jd garda terdepan ,katanya.hilang bak tertelan bumi",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
139,"Tau sendirikan tugas polisi,cuma pelindung orang"" berduwit.....",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
140,Itu rakyat yg di jarrah uang sendiri punya rakyat polisi pelindung koruptor tapi musuh masyarakat,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
141,Mantap  kata kata bijak bang hotman...,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
142,Ayo2 Sahroni di adili,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,1
143,Sharoni mau tinggal di indonesia ya malu..la.rakyat sudah mengenalnya.,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
144,Jika betul itu wang rakyat dan terbukti maka lerajaan wajar sita semua bank2 dan asset para kurapsi dan di tangkap.,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
145,"SAHRONI KABUR KE SINGAPORE, KARNA ATM NYA DI SANA",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
146,Luh yg belain si roni mkn duit ny si rampok a,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,1
147,Usaha ny boleh ngeramlok pak jng belain uda rampok ya rampok,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
148,Uda seharus ny rakyat ambil punya mrk yg uda dinrampok sama si roni gila harta itu,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
149,"Alahhh rumah rampok di jaga ,salah pakkk biarin ajaa jnh mkn duit haram pak ntar kena imbas ke anak cucu bapak",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
150,Ngapain luh bela si roni jelas2 rakyat ambil jarah  milik rakyat pak...biarin aja jng bela orang yg jadi rampok ny pak..tangkap si roni yg rampok ny bukan rakyat,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
151,Bener pak hotman apa yg kita tabur akan kita tuai,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
152,Inilah qodarulloh yg mana syahroni hrs intropeksi diri,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
153,Satu indonesia ditangkap.,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,0,1
154,Ah... kau juga beda tipis aja sama SAHRONI gaya hidup mu HOTMAN....!?,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
155,dalam kasus ini masyarakat masih aja disalahkan kenapa tidak ada tindakan kepada orang yg telah mencemarkan nama baik rakyat untuk mennuntut keadilan. kepada wakilnya..,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
156,"POLISI TAKUT SAMA YG BERUANG
😆😆😆😆😆😆😆",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
157,Ya emanang kalu yg jarah rakyat bisa di tsngkap tapi yang jarah uwang rakyat bisafilindungi karayang salah emang rakyat pilih mereka semua,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
158,Peman kalu udah bisabicara memang berbahaya  apalagi kalau uah paki dasi (paki jubah) kyak habib hahaha 4:05,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
159,Kalau sahroni tdk dilaporlan kepolisian n dikawal lapnya tdk akan diproses hukum,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
160,Sahroni bisa terpida membuat kebencian warganegara ri,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
161,"Omon omon semua yg menyalahkan ahmat sahroni, 😅😅😅😅😅😅",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
162,"Assalamu'alaikum' Mohon Saya rakyat kecil ,untuk Pak Ahmad Sahroni ,tunjukan ke masyarakat, kalau emang Anda benar,jangan pengecut,berani berbuat berani bertanggung jawab.",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
163,"Malis liat video ini, yg di lindungi pasti org berduit",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
164,Para mahasiswa tolang lah.. bukan adik 2 salah,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
165,"Si plester 6 thn sdh ikrah terpidana  tak ada yg peduli, baik kejaksaan maupun aparat narapidana bebas berkeliaran malah bisa masuk siaran di tv tv negara apa ini namanya",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
166,Yang di percepat ruu koruptor  bukan rakyat,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
167,Harusnya Sahroni yang di penjara bukan rakyat,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
168,Ini bukan penjarahan  ini penyitaan aset  DPR  yang berani pada rakyat,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
169,Sahroni harus di penjara,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
170,Mungkin memang sudah Saatnya Rakyat bersuara dan menunjuk kan gigi taring yg sebenarnya ketika sudah tak ada KEADILAN,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
171,Pa kapolri yang ambil barang2 milik sahroni wajar anggota Dpr oget2 sedang rakyat kecil menjerit beras mahal eh anggota Dpr joget2 kemewahan harta dapat korupsi rakyat klo polisi tangkap penjarah rumah sahroni salah karena kelaparan 😅,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
172,"Dengar tuh para pejabat publik, jgn pamer",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
173,"Habis riwayat elo ni ni ni selama ini loe merasa kuat dan tidak bisa di sentuh hukum tapi skrng habis loe, sombong itu pasti hancur",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
174,"Kami tidak pokus semua ke kasus Sahroni, kamu rakyat akan lebih gila bila mana perampasan tidak di hiraukan semakin banyak rakyat akan mengamuk",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
175,"Anggota mu juga harus di buka kejahatannya biasa, jgn rakyat proses polisi busuk 99%",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
176,Walaupun polisi gerak cepat percuma polisi sekarang tdk mengayomi masyarakat,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
177,Pak Kapolda yth. Kalau rakyat jelata yg korban pura2 tuli n tutup mata ttp giliran pejabat yg korban para polisi sigap 😢,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
178,Pak unjuk rasa siapa dalang nya siapa   satu Sahroni   dua Eko patriyot   tiga iya Kuya   empat Nafa urba    jadi polisi usa susa cari pak,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
179,Pak dalang nya unjuk rasa ya Sahroni pak,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
180,Pak orang hukum paham    dalang nya unjuk rasa kalou saya tau  siapa dalang nya ya Sahroni pak  jadi polisi tidak susa.mangkap nya pak,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
181,Pak yang benar  rakyat ojek harus lapor ke polisi harus tangkap Sahroni  masrakat masiswa sama polisi banyak korban nya gara gara Sahroni pak,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
182,Pak Sahroni lapor polisi   SE harus nya kalou datang ke polisi harus di tangkap pak polisi   rakyat susa gara gara Sahroni pak,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
183,Pak biasa nya   Saroni laporin ke polisi yang belli jam miliyaran   uang nya rakyat miskin   yang di Ola   pasti rakyat yang benar   kalou pemerinta benar benar adil pak   maka nya seluru pecabat di indonesia mekin pun kaya raya   uang nya rakyat miskin yang di curi pak  uang nya rakyat miskin yang di curi Sampek skrg mau belli beras sehari hari Masi susa bangget pak,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
184,Hukum hanya berpihak kepada yg berduit,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
185,Akibat ucapnnya hartanya dijarah,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
186,Polisi pilih kasih.kalo menanggapi pejabat langsung garcep.tapi kalo menangani rakyat miskin kehilangan barang / kecolongan  pasti gak pernah d layani. Padal yg menggaji polisi rakyat miskin2,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
187,kalau korban banyak duit ya cepat ditangani kalau si pelapor wong kere pasti kita disalahkan dengan pertanyaan mengapa bagaiman,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
188,Betul pa hotman,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
189,😂polisi cari bukti2 konkrit dan punya keyakinan tertentu mudahan saja ngk naik pasal terornya ntr benjol dipengadilan vonisnya😂😂,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
190,"Ingatt ya gaesss, bukan di BERHENTIKAN , TAPI DI NON AKTIFKAN SEMENTARA .",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
191,"Adab lebih tinggi dari pada ilmu...
Saya mendukung hukum yg adil,sbb g ada yg kebal hukum,Krn penjarahan melanggar hukum,tp maaf saya mau nanya,apa polisi yg melakukan kekerasan pada masyarakat pendemo di proses g bpk kapolri,coba d beri keadilan pd rakyat kecil...",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
192,Sekarang jadi korban ini lah Konoha bisa menjadi benar😅😅😅,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
193,"sudahlah ngapain mau nyuruh grib jaya melaporka sahroni, memperpanjang masalah saja. kurang kerjaan.",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
194,"Dasar Oon,,kok mikirin penjarahan rakyat kecil,coba pikirin cara memberantas koruptor koruptor negara ini Duooollll,,,",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
195,Anjir hukum di negara ini hanya untuk rakyat kecil aja..para koruptor kok dibiarkan berkeliaran dasar polisi polisi Konoha..anjirrrrr anjirrrr .sakit hati gua liat semacam ini ...,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
196,Sombong nya SE tengah mati .udah GK usah ..di pilih lagi,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
197,ini mah gara..mulut korup..tidak sekolah dengan tuntas jadi se indonesia musibah,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
198,Sombong hentikan,https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,0,0,0,0,0,0,0,0,0,0,0
199,"Harus laporkan juga dia ke polisi.
Spakat laporkan dia keposili,kami mendukung 100 %",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,1,0,0,0,0,0,1,1,0,0
200,"Polisi juga harus tangkap itu oknum wakil rakyat yang sudah maki2 rakyatnya,harus di hukum,sebagaimana yang di lakukan oleh oknum penjarahan juga.",https://youtu.be/zqH6PZhTRcE?si=WxGsUlmvxxfykhWG,1,0,1,0,0,0,0,1,0,1,0
201,Mantap ..  keren,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
202,Wajar begini saya dapat seharian dapat upah kerja seratus ribu bawa pulang kasi istri beli beras tahu tempe cabe bawang jajan anak dua ribuan habis sudah 😆😆😆😆,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
203,Mntap jiwa RUU di Sahkan Rakyt,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
204,Bukan sarana sariroti,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
205,😂😂😂 ini baru keadilan,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
206,saya senang mendengar nya di udik,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
207,Terbaik rakyat Indonesia,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
208,Dpr nor wareng duit rakyat,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
209,"Teruntuk semua pegawe DPR jng salahka rakyat,krn  gaji yng selama ini DPR dpt uang rakyat, jd rakyat yng menentukan,km rakyat tdk makan uang negara, dan tdk memakai fasilita negara, knp rakyat hrs di tindas,semua pejabat DPR hanya menindas rakyat,bkn sengsara rakyat",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
210,Teruk,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
211,Gua ikut geram juga..,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
212,"Rakyat kalau udah ngamuk begitu,bangga liatnya😂",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
213,"ya benar ini semua jadi pelajaran buat mereka yang sombong sama kuasanya, namun usah kita berkelakuan kya orang utan ngikutin aja massa menghancur barang haq orang merampok tidak diajar dalam religius islam guys, kita harus ingat juga hukum karma",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
214,Tai,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,1,0,0
215,Ngerinya... 😮😮,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
216,"Di sana di'Hajar 💣 BO👾OM 💣 dkk. Di sini di'Hajar>Kerja Susah/di""Monopoli,Pajak2 makin men'Cekik,sembako&BBM dkk makin Mahal dan Langka,banyak Kriminal/Garong2&Bajingan2 Tengix=Joker Cs 🤡 dan Karbitz Rembang Pantura 🐗 beserta Kroco Coro2 nya 🪳,bantuan2 Tidak Tepat Sasaran/kelompok2 tertentu Makan Tidur Dapat Uang>Malas+Negara BANGKRUT!!! 😖 Dan Masalah2 se'Lautan lainnya.Kacau3x 😖 Moga2 2029 ada Perubahan,biar Indonesia Lebih Baik,AMIN 🤲",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,0,1,0,0,0,0,1,0,1,0
217,"PESTA RAKYAT 🥳 HARUS LEBIH BANYAK,BERANI DAN SERENTAK SELURUH NEGERI 😇 H4J4R TOTAL...! ✊🏻💣🐶🤡🐶💣✊🏻",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,1,0,0
218,Biang K- 🐶 💣ROX💣 🐶 Kacau Balau 2014 sd...=KARBITZ REMBANG PANTURA 🐗 beserta Kroco Coro2 nya 🪳 SIKHAT MIRINK TOTAL 😱👻💀👻😱,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
219,Syukur.....,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
220,sejarah kelam anggota dpr dan pejabat negara yg jalim,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
221,Pemandangan yg membahagiakan hati rakyat kecil,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
222,Harusnya d tangkap pemicu awal kericuhan,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,1,0,0
223,Inilah dewan paling tolol semangat untuk masyarakat,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,0,1,0,0,0,0,1,0,1,0
224,Alhamdulillah pemandangan yang indah,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
225,BAgus teman² aku mendukung kalian semua hancurkn rumah tikus babi berdasi😂,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,0,1,0,0,0,0,1,0,1,0
226,Siapa yg merompak sebenarnya 😂😂😂,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
227,DPR tdk ada artinya 4:34,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
228,"Harta yg didapat cepat hilangnya jg cepat, warga jgn kesempatan, ini mencuri namanya",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
229,Mau ikutan tapi jauh,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
230,Sebentar lagi rumah mantan mentri pendidikan jadi target ...biar org yg korupsi jadi jerah ..,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,1,0,0
231,No 52😅😅,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
232,TERRR BAIK  laa mrk...ber satu hati p bila hilang sabar dgn org atasan d pihak k jaan yg zalim dgn rkyt...moga d ambil pelajaran,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,0,1,0,0,0,0,1,0,1,0
233,"Demo itu dengan cara damai supaya aman jangan anarkis sampai merusak
yg pdlajar kembali belajar pulang ke rumah saja jangan ikut tan anarkis",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
234,Hancurkan,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,0,0,1
235,Rumahnya ada 18 ya jumlahnya 😂,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
236,Ws,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,1,0,0
237,Duit rakyat smwa.. Dalamnya😮,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
238,Rakyat kecil banyak suah  karna kenaikan   harga  bahan  pokok  kok  malah  menari 2  .diatas  nya  rakyat yang susah,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,0,1,0
239,Teringat aku filim p  ramli yg bertajuk 3abdul,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
240,"Kesian, rakyat sengsara kemiskinan, tetapi pemimpin korupsi, besama dengan tokey2 projek",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,1,0,0
241,"Apapun alasannya perbuatan anarkis, penjarahan tdk bisa di benarkan, semua ada pertanggung jawabannya di hadapan Tuhan",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
242,"Bakarki SUNDALA BAKARKI TELASO BAKARKI ANJING RUMAHNA SAHRONI AMBILKI BEDE RUMAHNA,UANGNA SAMA HARTANA",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,0,0,1
243,"N
.",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
244,Begini akibatnya,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
245,🤣🤣🤣🤣🤣asik nih liat rumah Sahroni tolol di jarah,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,1,0,0
246,Tepuk tepuk .hhhhh begini konoha no satu terbodoh di dunia,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
247,"Rakyat g bodoh ,wahai oknum aparat yg doyan korup Kapan lg mw sadar jgn tgu bangsa hancur..pengadilan tuhan pst dtg",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,0,1,0,0,0,0,1,0,1,0
248,Bkar,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
249,Astaga firullah,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
250,"Jangan salah org ini bukan menjarah,harta yg di miliki sharoni itu kan dari rakyat,kerna sharani kan bilang rakyat tolol ya panas lah rakyat",https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,1,1,0,0,0,0,0,1,1,0,0
251,Ali baba 😂,https://youtu.be/3g6juOekPY0?si=98rN9Ro5JuDr8yHL,0,0,0,0,0,0,0,0,0,0,0
